dataset,exercise_set,question,answer,grade,min_grade,max_grade,subject,exercise_type,isced_level,language,rubric,desired_answer,metadata
mohler,68,What is a recursive function?,A function that calls upon it self to solve a problem.  Each time it calls upon it self it splits up a problem into a simplier form until it reaches a 'base case' which is the most simplest form of the problem.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,A function that calls itself to perform an opperation such as a factorial recursive function.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,not answered,0,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,It's a function that calls itself. It runs multiple times until the base case is reached.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,a function that calls itself untill it reaches a base case.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"A function that calls itself. Each time it does, it must get smaller, and eventually MUST converge to a base case, otherwise you can start an infinite loop.",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,a function that calls itself until a base case is met,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,A function that calls itself. With each function call the problem is diminished.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,A function that calls itself to perform a certain task,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,A recursive function is a function that calls itself. Usually called the base case. If the base case is not correct it causes a infinite loop.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"A function that calls itself, in order to solve a problem.",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"a function that calls itself over and over until it finds the simplest form of solution, or the base case.",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"A recursive function is a function that calls itself repeatedly until a base case is achieved. The fundamental idea is to break one large problem into a series of smaller, similar problems.",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"A recursive function typically simplifies a problem by calling itself, until arriving at a base case, at which it recursively returns a solution.",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,a function that calls itself until the base cases are met.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,A recursive function only knows how to solve base cases  A recursive function calls itself directly or indirectly until a base case is reached.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,a function that calls on itself and uses a base case to stop the recursion,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"a function that calls itself, and which eaach calls get closer and close to the base case.",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,A function that divides and conquers a problem.  There is a base case that will eventually be reached.  The function calls itself over and over until the base case is satisfied.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,a function that calls itself in the definition code,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,A recursive function solves a problem by repeatedly calling itself. the initial problem is broken into successively smaller parts until a much simpler base case is reached. the solutions to each piece of the problem are then returned a step at a time.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"a function that solves a problem by dividing the problem into smaller problems, by calling its self again and again, until a base case is reached.",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"A function that calls itself over and over again till a base case is reached, then it returns back to the original function.",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,"a recursive function is a function that during execution, calls itself over and over until a base case is reached",5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,A function that calls itself. Usually used to split a problem into several smaller problems of the same type.,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,68,What is a recursive function?,function that calls it self till the base case is met,5,1.0,5.0,computer_science,short_answer,6,english,,A function that calls itself.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"Iteration, performers  a series of checks and loops.",5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,An alternative to solving a problem using recursive functions is to solve the problem using iteration.,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"Iteration, this would be more efficient and has repetition structure.",5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,One can use iteration or by using a simple while/for loop.,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"Iteration. A while loop or a for loop will be able to accomplish the same desired outcome... It may be faster than recursion, but could also be harder to understand.",5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,you can also solve the problem iteratively,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,iterative,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,Using iteration loops.,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,Another alternative way to solve a problem instead of using recursive functions is by using iteration.,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"A recursive function can often be solved using an iterative function, which runs faster, but is often more complicated.",5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,Any recursive function can be solved using an iterative method.,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"Using an iterative function, which repeats a specified operation or set of operations until a terminating point or base case is reached.  ",5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,iteratively,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,using an Iterative calls,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,Iteration.,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration is the alternative way to solve a problem,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,using an iterative solution instead,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"Using an iterative solution.  For, while, or do while loop.",5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,the alternative way to solve a problem that could be solved using recursion is iteration.,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"Any problem solved recursively could be solved with an iterative function. Iterative replacements for recursive functions may be more difficult to program, but often lead to more efficient solutions to a problem. ",5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,by iteration,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"itteration, like a for loop, a while loop, or a do while loop",5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,Iteration by using loops,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,iterative functions,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,iteration,5,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,69,What is the alternative way to solve a problem that could be solved through recursive functions?,"the alt, way is to use a functions parameter in a call ""to"" function. ",2,1.0,5.0,computer_science,short_answer,6,english,,Through iteration.,
mohler,70,What is the difference between an array that is declared as static and one that is not?,Arrays declared as static are not created and initialized when a function is called and destroyed when the function terminates.,5,1.0,5.0,computer_science,short_answer,6,english,,The static arrays are intialized only once when the function is called.,
mohler,70,What is the difference between an array that is declared as static and one that is not?,A static array will have a null character at the end of the array.,2,1.0,5.0,computer_science,short_answer,6,english,,The static arrays are intialized only once when the function is called.,
mohler,70,What is the difference between an array that is declared as static and one that is not?,An array they is declared as static can be accessed outside of the method it was declared without passing it as an argument to other functions in the same class.,3,1.0,5.0,computer_science,short_answer,6,english,,The static arrays are intialized only once when the function is called.,
mohler,70,What is the difference between an array that is declared as static and one that is not?,"a non static array must reinitialize itself every function call, while a static array will only initialize itself once, unless otherwise forced.",5,1.0,5.0,computer_science,short_answer,6,english,,The static arrays are intialized only once when the function is called.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,the type char[] has a  null ('\n' ) element at the very end.,5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,The programmer must provide the null terminating character in a string of characters using type char[] and must also ensure that the array is large enough to contain the input string of characters and the null terminating character.,5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,String of characters are followed by a null statement.  type string is for example   string s;,5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,an array of characters stores a null character at the end,5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"Type char[] may contain a null value as the last element, whereas type string will not.",5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,a string char[] adds a null value to the end of the string.,5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"char array needs an end character signature and is made up of characters each separate from each other, a string is an object in itself, with a value that the user enters.",5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"an array of characters has one more element, its last element,the terminating element, or null, which doesnt exist in a variable of type string",5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,A string of characters is a specific variable type that has no extra data at the end. A string of type char[] is all the characters and a null ('\0'),5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,a string of characters will have a null character or value at the end of the string,5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,71,What is the main difference between a string of characters that is read into a variable of type string versus a variable of type char[]?,"when the characters are put in a char array, there is also a null terminating character added to the end, '\0'",5,1.0,5.0,computer_science,short_answer,6,english,,The char[] will automatically add a null \0 character at the end of the string.,
mohler,72,Briefly describe the divide-and-conquer paradigm.,Divide and coquer means dividing a problem into 2+ problems which are solved and then merged  back together for a final solution to the whole problem.,5,1.0,5.0,computer_science,short_answer,6,english,,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",
mohler,72,Briefly describe the divide-and-conquer paradigm.,"Take a problem and divide it into a smaller problem and solve that smaller problem, or divide it into a smaller problem and solve it, thus solving the whole problem in the process.",4,1.0,5.0,computer_science,short_answer,6,english,,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",
mohler,72,Briefly describe the divide-and-conquer paradigm.,"The divide and conquer paradigm, splits a large problem into simpler problems, at which point it solves the simpler problems and merges the simple solutions together to answer the large problem.",5,1.0,5.0,computer_science,short_answer,6,english,,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",
mohler,72,Briefly describe the divide-and-conquer paradigm.,"smaller parts are easier to compare than comparing the whole, so it divides the problem down in halves until it can easily compare, then works backwards putting it back together to give the solution.",5,1.0,5.0,computer_science,short_answer,6,english,,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",
mohler,72,Briefly describe the divide-and-conquer paradigm.,"dividing and conquering means breaking a problem into two smaller problems, solving both of those, and putting the two solutions together.",5,1.0,5.0,computer_science,short_answer,6,english,,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",
mohler,72,Briefly describe the divide-and-conquer paradigm.,"Divide the big problem into small problem, solve small problem and join small solved elements of the problem. if there is two ore more elements in the array, divide the array into parts and compare the elements, after comperison, conquer the elements. If array have n element, first half have n/2 elements",5,1.0,5.0,computer_science,short_answer,6,english,,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",
mohler,72,Briefly describe the divide-and-conquer paradigm.,"divide the array in half, sort each half, then sort them back in one array",3,1.0,5.0,computer_science,short_answer,6,english,,"Divide a problem into smaller subproblems, solve them recursively, and then combine the solutions into a solution for the original problem.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"It uses the divide and conqure technique recursively and then when merging back together it compares each element together in a sorted list, this is done by reversing the divide and conquer technique",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"It divides the array into two halves, sorts each half, then merges the two halves together.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Divide into two sublists and then those sublists break into length 1, then merges the sublists sorted. ",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Merge sort uses the ""divide and conquer"" idea where it divides the array in half multiple times and then joins each element of the array back into one sorted array. This is one of the best sorting algorithms besides Quicksort.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,divides the line in half coninuously until you get to only a single value then recombine the values to form a sorted line.,5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Continually split array in half, sort each side of the halves, then put them back together once organized.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,merge sort splits the array of elements into smaller arrays until the arrays reach size 1 and then the merge sort merges the smaller arrays into arrays of size 2 then it moves to the next step and merges the next arrays.,5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Break a single array down into many arrays with individual elements, then sort the elements as you reconstruct them back into a single array.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Merge sort breaks the array in half, and continues to do so until it has 2 elements to compare and sorts them, after doing so it ""merges"" back as it keeps on sorting the algorithm as it does so.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Merge sort divides the problem in half, organizes each half, then brings the two halves together again.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Take an array and split it into two, then solve these simpler problems and merge the two answers in correct order.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"A merge sort recursively divides the array into half until only one element remains, then it sorts the data on its way out of the recursive call by merging the cells.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Merge sort recursively divides an array into two arrays until all arrays have 1 element, at which point it merges the 1 element arrays into larger sorted arrays, the final returned array being the sorted version of the initial array.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,Merge sort continuously breaks an array in half then sorts the arrays as it concatenates them back together into one sorted array.,5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"It takes an array, splits itself in half, sorts the two halves (either by recursion or iteration) and compares them together giving a third array a full sorted list with both halves rejoined. ",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"it splits a large array into small arrays and recurs until the array is a size of 1, and then merges all of the arrays back together until the source array is completely sourted.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,Mergesort divides the array into smaller halves and then combines the sorted subarrays into one sorted array.,5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"merge sort breaks the array down in halves until it is comparing two values, sorts those two values, then merges that back with the other broken down parts that it sorted, each level merging more sets together till you return back to your whole array in order.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Divides the data into twor separate arrays, sorts the two arrays and merges them back to back together recursively. ",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Take the initial array and split it into two, temporary, smaller arrays, sort the two smaller arrays, and merge them back into a single array.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,merge sort divides the data into halves until data of one element is reached and then merges each element together according to its placement in comparison to the rest of the data,5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"merge sort uses the divide and conquer strategy, sorting an array in parts, then merging the sorted parts back together.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"Divide recursuivly big array into two arrays, sort two array and merge them togather recuruivly.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"divides an array in half and sorts each half by calling its self, thus dividing each half again and again and sorting it until the array is sorted. then putting the elements back in the original array sorted.",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,Merge sort takes an array and splits it in half and sends each half back to itself recursively and merges and sorts the two halves when it starts going back up.,5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"merge sort splits an array into two halves and then sorts the two smaller arrays, and then merges them back together to form a sorted array",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,64,Briefly describe in one sentence how does merge sort work?,"the merge sort continually divides the array (or set of containers) into halves, until it reaches the point where there is just one element left, then merges each of the sets of two sorted arrays (containers).",5,1.0,5.0,computer_science,short_answer,6,english,,"It splits the original array into two, sorts each of the two halves, and then merges the sorted arrays.",
mohler,73,What is a pointer?,A variable in memory that hold the address of another memory location to which it points too,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,A pointer is a variable that stores the address of another variable.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,A pointer is a variable that holds a memory address or location of another variable.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,A data type that points to an address in memory which contains certain information. Used for pass-by-reference to save memory.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,A pointer is a variable that points to the address location of another variable.  Represented by (*).,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,A pointer is a variable that holds the address of a given variable (and of a given data type),5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,pointer is a programming data type whose value points to another value stored in computer memory by its address.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,A data type that points to a specific memory address.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,Its like a variable except it only holds the address in memory of the variable not the physical information.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,a pointer is a reference to a memory location.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,"A pointer is a variable that contains a memory address for something that you can use, such as a value, array, or even a function.",5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,a form of storing data that keeps the location in memory of an data type or object.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,it contains a object's memory address,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,variable that contains the memory address of a data object.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,A pointer is an element that references a memory location.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,"an object that points to a specific place in memory, where a variable or value is stored.",5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,a variable that stores the address of a memory location,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,"A pointer is a variable that points to an address in memory, which contains some data. The pointer does not contain or point to any data, only a memory address.",5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,Pointer is a variable which have a memory address of a variable.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,a pointer points to a location in memory where data is stored,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,a variable that holds the address of another variable and can access the contents of the variable.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,a pointer is a memory address that points to a data member,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,73,What is a pointer?,A data type that stores the memory address of another variable.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of a location in memory.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,not answered,0,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,Experimental means you would actually write a prototype of the algorithm and measure the time it takes to run given certain parameters.,5,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,not answered,0,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,"You create and run  the algorithm multiple times, while measuring the amount of time it takes, you then average the results.",5,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,Running the program with various input data and measuring the running time with system time.,5,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,the number of times a specific segments get called per unit work.,3,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,the experimental approach measures actual running time in t.  t= seconds.,5,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,to measure the actual time of the program to run. and calculate the running time using the input and operations done,5,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,the experimental approach would be to run through the algorithm and see how long it takes,5,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,75,What is the experimental approach for measuring the running time of an algorithm?,"trying it with different sets of inputs, and measuring the amount of time that the algorithm actually takes.",5,1.0,5.0,computer_science,short_answer,6,english,,Implement the algorithm and measure the physical running time.,
mohler,76,"Briefly, how does selection sort work?","it scans the list and selects the smallest(largest) element and places it in the front, increment the curPtr by one, scan the list again for the next smallest(largest) element and place it in with respect with the other sorted elements.",5,1.0,5.0,computer_science,short_answer,6,english,,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",
mohler,76,"Briefly, how does selection sort work?","Selection sort searches the array for the lowest value and swaps it with the first value in the array. Then searches for the next lowest value and swaps it with the second item in the array, and so on.",5,1.0,5.0,computer_science,short_answer,6,english,,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",
mohler,76,"Briefly, how does selection sort work?",selection sort selects the smallest element out of the list then the second smallest ....and sorts them acordingly.,5,1.0,5.0,computer_science,short_answer,6,english,,"It selects the minimum from an array and places it on the first position, then it selects the minimum from the rest of the array and places it on the second position, and so forth.",
